name,meaning,gender,origin
Adrianna,From Adria the Adriatic sea region. Also means dark.,F,French
Adrianne,From Adria the Adriatic sea region. Also means dark.,F,French
Adriano,dark ALANO,M,Spanish
Adriano,Dark: Variant of Adrian. From Adria.: (The Adriatic sea region.),M,Spanish
Adriano,from the Adriatic,M,Italian
Adrie,from the Adriatic,F,Dutch
Adriel,From God's congregation,M,Hebrew
Adriel,of God's flock,M,Hebrew
Adrien,Variant of Adrian. From Adria.: (Adriatic sea region.),M,French
Adriene,From Adria the Adriatic sea region. Also means dark.,F,French
Adrienne,&quot;Dark.&quot;,F,French
Adrienne,From Adria the Adriatic sea region. Also means dark.,F,French
Adrik,dark ALEK, ALIK, ALEKSANDR, ALEKSIS, ALEKSI, ALEXEI,M,Russian
Adrion,From Adria.: (Adriatic sea region.),M,English
Adriyel,Of God's flock,M,Hebrew
Adron,From Adria.: (Adriatic sea region.),M,English
Adsaluta,myth name,F,Celtic
Adsila,Blossom (Cherokee),F,Native American
Adsila,Cherokee name meaning &quot;blossom.&quot; AIYANA,F,Native
Advent,Born during Advent,M,French
Adwin,Akan of Ghana word meaning &quot;artist&quot; or &quot;thinker.&quot;,M,African
Adwoa,Akan of Ghana names for females born on Monday; peace.,F,African
Ady,ardent,M,English
Adya,born on Sunday,F,Indian
Aeacus,myth name (grandfather of Achilles),M,Greek
Aeaea,myth name (island of Circe),F,Greek
Aeary,Scholar,M,Irish
Aeccestane,Swordsman's stone,M,English
Aedon,myth name (daughter of Pandareos),F,Greek
Aedre,&quot;Stream.&quot;,F,Anglo
Aedre,Stream,F,Anglo-Saxon
Aeetes,myth name (Medea's father),M,Greek
Aefentid,&quot;Evening.&quot;,F,Anglo
Aefentid,Evening,F,Anglo-Saxon
Aefre,&quot;Forever.&quot;,F,Anglo
Aefre,Forever,F,Anglo-Saxon
Aegelmaere,Infamous,M,English
Aegelweard,Noble protector,M,English
Aegeus,myth name (second husband of Medea),M,Greek
Aegina,meaning unknown,F,Greek
Aegis,myth name (shield of Zeus),M,Greek
Aegisthus,myth name (cousin of Agamemnon),M,Greek
Aegyptus,myth name (father of Danaides),M,Greek
Aeker,From the oak tree,M,English
Aekerley,From the oak tree meadow,M,English
Aekerman,Man of oak,M,English
Aekley,From the oak tree meadow,M,English
Aeldra,Lives at the elder tree,M,English
Aeldra,Noble,F,English
Aelfdane,Danish elf,M,English
Aelfdene,From the elfin valley,M,English
Aelfraed,Elf counselor,F,English
Aelfraed,Sage,M,English
Aelfric,Elf ruler,M,English
Aelfwine,Friend of the elves,F,English
Aelle,name of several kings,M,Anglo
Aelle,Name of several kings,M,Anglo-Saxon
Aello,myth name (a Harpy),F,Greek
Aeneas,praiseworthy,M,Greek
Aenedleah,From the awe inspiring one's meadow,M,English
Aenescumb,Lives in the valley of the majestic one,M,English
Aengus,Exceptionally strong,M,Celtic
Aengus,One vigor,M,Irish
Aengus,Unnaturally strong,M,Scottish
Aeolus,myth name (god of the winds),M,Greek
Aerlene,Elfin,F,Anglo-Saxon
Aerwyna,Friend of the sea,F,English
Aescby,From the ash tree farm,M,English
Aescford,Lives by the ash tree ford,M,English
Aescleah,Lives in the ash tree grove,M,English
Aesclin,Lives at the ash tree pool,M,English
Aesctun,From the ash tree farm,M,English
Aesculapius,myth name (god of medicine),M,Greek
Aescwine,Spear friend,M,English
Aescwyn,Spear friend,M,English
Aeshan,In Gods grace.,M,Indian
Aesoburne,Lives near the ash tree brook,M,English
Aeson,myth name (father of Jason),M,Greek
Aethelbald,a king of Mercia,M,Anglo
Aethelbald,A king of Mercia,M,Anglo-Saxon
Aethelbeorht,Splendid,M,English
Aethelbeorn,Noble warrior,M,English
Aethelberht,Noble or bright,M,English
Aethelbert,name of a king,M,Anglo
Aethelbert,Name of a king,M,Anglo-Saxon
Aethelbert,Noble or bright,M,English
Aethelflaed,Sister of King Edward,F,Anglo-Saxon
Aethelflaed,Sister of King Edward.,F,Anglo
Aethelfrith,name of a king,M,Anglo
Aethelfrith,Name of a king,M,Anglo-Saxon
Aethelhard,Brave,M,English
Aethelhere,name of a king,M,Anglo
Aethelhere,Name of a king,M,Anglo-Saxon
Aethelisdun,from the noble's hill,M,English
Aethelmaer,Noble or famous,M,English
Aethelmaere,Infamous,M,English
Aethelred,name of a king,M,Anglo
Aethelred,Name of a king,M,Anglo-Saxon
Aethelreda,Noble maiden,F,English
Aethelstan,Name of a king,M,Anglo-Saxon
Aethelstun,From the elfs home,M,English
Aethelthryth,Wife of King Ecgfrith,F,Anglo-Saxon
Aethelthryth,Wife of King Ecgfrith.,F,Anglo
Aethelweard,Noble protector,M,English
Aethelwine,Friend of the elves,F,English
Aethelwulf,name of a king,M,Anglo
Aethelwulf,Name of a king,M,Anglo-Saxon
Aethelwyne,Friend of the elves,F,English
Aetheston,From the noble's hill,M,English
Aethra,myth name (mother of Theseus),F,Greek
Aethretun,Lives at the spring farm,M,English
Aetna,from Aetna,F,Greek
Afaf,virtuous; pure,F,Arabic
Afafa,Ewe of Ghana female name for the firstborn child of a second husband.,F,African
Afet,woman of bewitching beauty,F,Turkish
Afework,Amharic of Ethiopia name meaning &quot;one who speaks only of pleasant things; one who does not speak of bad or evil things.&quot;,M,African
Afeworki,Tigrinya of Ethiopia equivalent of AFEWORK.,M,African
Afia,Akan of Ghana name for females born on Friday.,F,African
Afif,chaste; modest,M,Arabic
Afifah,chaste,F,Arabic
Afina,meaning unknown,F,Romanian
Afra,&quot;Color of earth.&quot; Also Hebrew, &quot;young deer.&quot; Variants include Affera, Affery, Affra, Aphra.,F,Arabic
Afra,&quot;Doe; young deer.&quot; Also Arabic name meaning &quot;color of earth.&quot; Variants include Affera, Affery, Affra, Aphra.,F,Hebrew
Afra,Doe,F,Hebrew
Afra,Name meaning &quot;peaceful ruler&quot; used by ancient Romans and Greeks for females of African origin.,F,African
Afraima,Arabic and Hebrew name meaning &quot;fertile.&quot;,F,Arabic
Afraima,Arabic and Hebrew name meaning &quot;fertile.&quot;,F,Hebrew
Afram,Akan of Ghana name referring to the Afram River in Ghana's Ashanti Region.,M,African
Afreda,Elf counselor,F,English
Afreda,Feminine form of Alfred, &quot;Elf counselor; elf power.&quot; Variants include Aelfraed, Alfi, Alfie, Alfre, Alfredah, Alfredda, Alfreeda, Alfri, Alfrida, Alfried, Alfrieda, Alfryda, Alfy, Allfie, Allfreda, Allfredah, Allfredda, Allfrie, Allfrie, Allfrieda, Allfry, Allfryda, Allfy, Elfie, Elfre, Elfrea, Elfredah, Elfredda, Elfreeda, Elfrida, Elfrieda, Elfryda, Elfrydah, Ellfreda, Ellfredah, Ellfredda, Ellfreeda, Ellfrida, Ellfrieda, Ellfryda, Ellfrydah, Elva, Elvah, Freda, Freddi, Freddie, Freddy, Fredi, Fredy, Freeda, Freedah, Frieda, Friedah, Fryda, Frydah.,F,English
Afric,Agreeable,F,Celtic
Afric,Pleasant,F,Irish
Africa,&quot;Pleasant.&quot; Variants include Affrica, Affricah, Affrika, Affrikah, Africah, Afrika, Afrikah, Aifric, Apirka, Apirkah.,F,Gaelic
Africa,Agreeable,F,Celtic
Africa,Pleasant,F,Irish
Afrodille,&quot;Daffodil.&quot;,F,French
Afrodille,Daffodil,F,French
Afton,Named for an Old English town. First a name for boys. Variant Affton exists.,F,English
Afua,born on Friday.,F,African
Afya,Swahili female name (also spelled AFIYA) and Kiswahili word meaning &quot;health.&quot;Afya Bora means &quot;good health.&quot;,F,African
Agacia,Kind,F,Spanish
Agafia,good,F,Greek
Agafia,Russian form of Agatha (good) AGRAFINA,F,Russian
Agalaia,myth name (splendor),F,Greek
Agalia,happy,F,Greek
Agamedes,myth name (murdered by his brother for theft),M,Greek
Agamemnon,myth name (leader of the Greek forces against Troy),M,Greek
Agana,Chamoru Spanish, &quot;blood.&quot;,F,Chamoru
Agapi,&quot;Love; affection.&quot; Variants include Agape, Agappe.,F,Greek
Agastya,name of a wise man,M,Indian
Agata,Kind,F,Irish
Agata,kind,F,Italian
Agate,Kind,F,Irish
Agate,Old French. Named for a semi-precious stone. May also be considered a variant of the Greek name Agatha, &quot;good.&quot;,F,French
Agatha,&quot;Good.&quot; Variants include Ag, Agace, Agacia, Agafia, Agafon, Agapet, Agapit, Agata, Agate, Agathe, Agathi, Agatta, Aggi, Aggie, Aggy, Aggye, Agi, Agie, Agota, Agotha, Agueda, Agy, Agye.,F,Greek
Agatha,Good,F,German
Agathe,French form of Greek Agatha, &quot;Kind.&quot;,F,French
Agathe,good,F,German
Agathe,Kind,F,French
Agave,Myth name (mother Pentheus), &quot;illustrious; noble.&quot;,F,Greek
Agbenyaga,Ewe of Ghana name meaning &quot;life is precious.&quot;(Could be shortened to NYAGA.),F,African
Agdta,Kind,F,Spanish
Age,ancestors AESIR,AEGIR,M,Norse
Agenor,myth name (son of Poseidon),M,Greek
Ager,gatherer,M,Basque
Ager,gathers,M,Hebrew
Aghaderg,From the red ford,M,Irish
Aghadreena,From the field of the sloe bushes,F,Irish
Aghamora,From the great field,F,Irish
Aghamore,From the great field,M,Irish
Aghaveagh,From the field of the old tree,F,Irish
Aghavilla,From the field of the old tree,F,Irish
Aghna,Irish form of Agnes,F,Irish
Aghy,Friend of horses,M,Irish
Agiefan,gives,M,Anglo
Agiefan,Gives,M,Anglo-Saxon
Agilberht,name of a bishop,M,Anglo
Agilberht,Name of a bishop,M,Anglo-Saxon
Aglaeca,fighter,M,Anglo
Aglaeca,Fighter,M,Anglo-Saxon
Aglaia,One of the three Graces of Greek myth. &quot;Brilliant.&quot; Variants include Thalia (blossoming), and obsolete Euphrosyne (joy).,F,Greek
Aglaral,Brother of Percival,M,Arthurian Legend
Aglarale,Brother of Percival,M,Arthurian Legend
Aglauros,myth name (turned into stone by Hermes),F,Greek
Aglaval,Brother of Percival,M,Arthurian Legend
Aglaval,brother of Percival (fourteenth century),M,Arthurian
Agnella,pure,F,Italian
Agnes,&quot;Pure; virginal.&quot; Variants include Ag, Agafi, Agafia, Agafon, Aggi, Aggie, Aggye, Aghna, Agi, Agie, Agna, Agnah, Agnek, Agnella, Agnellah, Agnelle, Agnese, Agnesse, Agneta, Agnetta, Agnettah, Agnola, Agnolah, Agot, Agota, Agote, Agoti, Agy, Agye, Aigneis, Aina, Ainah, Anais, Annais, Anneyce, Annis, Annisa, Annisah, Annise, Ina, Inah, Ines, Inessa, Inez, Inessa, Inez, Nessa, Nessah, Nesi, Nessie, Nessy, Nesta, Nestah, Nevsa, Nevesah, Neysa, Oona, Oonahg, Oonah, Una, Unah, Ynes, Ynez.,F,Greek
Agnese,Spanish form of Agnes pure,F,Spanish
Agneta,pure,F,Danish
Agneya,son of Agni,M,Indian
Agnimukha,face of fire,M,Indian
Agnola,&quot;Angel.&quot; Also a variant of Greek Anges (pure). Variants include Agnolla, Agnolle.,F,Italian
Agoston,Hungarian form of Gustaaf (staff of the gods),M,Hungarian
Agotha,Hungarian form of Agatha (kind),F,Hungarian
Agramant,myth name,M,French
Agravain,Brother of Gawain,M,Arthurian Legend
Agravain,brother of Gawain (thirteenth century),M,Arthurian
Agrican,From the field,M,French
Agueda,kind,F,Greek
Agueda,Kind,F,Spanish
Aguistin,Majestic,M,Irish
Agurtzane,refers to the Virgin Mary,F,Basque
Agustin,Majestic dignity: grandeur.,M,Spanish
Agustine,Majestic dignity: grandeur.,M,German
Agyfen,Gives,M,Anglo-Saxon
Agymah,meaning unknown,M,Egyptian
Ahalya,night,F,Indian
Ahana,From the little ford,F,Irish
Ahane,From the little ford,M,Irish
Ahanu,Algonquin name meaning &quot; he laughs.&quot;,M,Native
Ahanu,He laughs (Algonquin),M,Native American
Ahava,&quot;Loved one; dearly loved.&quot; Variants include Ahuva, Ahuda, Ahave.,F,Hebrew
Ahava,Dearly loved,F,Hebrew
Ahave,Dearly loved,F,Hebrew
Ahd,pledge; knowledge,F,Arabic
Ahearn,Lord of the horses,M,Celtic
Ahearn,Lord of the horses,M,Irish
Aheawan,cuts down,M,Anglo
Aheawan,Cuts down,M,Anglo-Saxon
Ahebban,wages war,M,Anglo
Ahebban,Wages war,M,Anglo-Saxon
Ahelia,Breath,F,Hebrew
Ahelie,Breath,F,Hebrew
Ahern,Lord of the horses,M,Celtic
Ahern,Lord of the horses,M,Irish
Ahern,owns many horses,M,Gaelic
Ahiga,He fights (Navajo),M,Native American
Ahiga,Navajo name meaning &quot; he fights.&quot;,M,Native
Ahiliya,Hopi name.Meaning unknown AHMIK,M,Native
Ahisma,gentle,F,Indian
Ahlam,witty; imaginative; one who has pleasant dreams,F,Arabic
Ahmad,Much praised. One of many names of the prophet Muhammad.,M,Arabic
Ahmad,praiseworthy,M,Arabic
Ahmadou,West African name.Meaning unknown.,M,African
Ahmar,Immortal,M,Sanskrit
Ahmed,Much praised. One of many names of the prophet Muhammad.,M,Arabic
Ahmik,Beaver,M,Native American
Ahote,Hopi name meaning &quot; restless one.&quot;,M,Native
Ahote,Restless one (Hopi),M,Native American
Ahreddan,rescues,M,Anglo
Ahreddan,Rescues,M,Anglo-Saxon
Ahren,Eagle,M,German
Ahriman,legend name,M,French
Ahriman,myth name (an evil spirit),M,Indian
Ahsalom,Father of peace,M,Hebrew
Ahtunowhiho,Cheyenne name meaning &quot; one who lives below.&quot; AKANDO,M,Native
Ahtunowhiho,One who lives below (Cheyenne),M,Native American
Ahuda,Dearly loved,F,Hebrew
Ahuiliztli,unisexual name meaning &quot;joy.&quot;,F,Nahuatl
Ahuiliztli,unisexual name meaning &quot;joy.&quot;,M,Nahuatl
Ahura Mazda,wise lord AMIR,M,Persian
Ahuva,Dearly loved,F,Hebrew
Ai,beloved, gentle,F,Vietnamese
Aibhlin,Irish/Gaelic form of Evelyn (hazelnut?) or Helen (light).,F,Gaelic
Aibhlin,Irish/Gaelic form of Evelyn (hazelnut?) or Helen (light).,F,Irish
Aibne,River,M,Scottish
Aida,&quot;Reward; present.&quot; Variant A'idah exists.,F,Arabic
Aida,happy,F,Italian
Aida,help,F,French
Aida,Help,F,Spanish
Aida,Wealthy,F,English
Aidan,&quot;Fire.&quot; Name of a saint.,M,Anglo
Aidan,Fiery.,M,Irish
Aidan,Fire,M,Celtic
Aidan,fire,M,Gaelic
Aidan,Irish/Gaelic name meaning &quot;Fire&quot; or &quot;Little fire.&quot; Variants include Adan, Adeen, Aden, Aideen, Aiden.,F,Gaelic
Aidan,Irish/Gaelic name meaning &quot;Fire&quot; or &quot;Little fire.&quot; Variants include Adan, Adeen, Aden, Aideen, Aiden. AIGNEIS,F,Irish
Aidan,Little fire,F,Irish
Aidan,Name of a saint,M,Anglo-Saxon
Aidan,To help.,M,Old French
Aidann,,M,Unknown
Aideen,Little fire,F,Irish
Aiden,Fiery.,M,Irish
Aiden,Fire,M,Celtic
Aidia,Help,F,Spanish
Aidoios,honored,F,Greek
Aidrian,From the Adriatic,M,Irish
Aiekin,Oaken,M,English
Aife,A great warrior woman of myth,F,Celtic
Aifric,agreeable,F,Celtic
Aifric,Pleasant,F,Irish
Aiglentina,Sweetbrier rose,F,French
Aiglentine,Sweetbrier rose,F,French
Aigneis,Gaelic forms of Agnes (pure),F,Gaelic
Aigneis,pure,F,Celtic
Aigneis,Pure,F,Irish
Aiken,oaken,M,Anglo
Aiken,Oaken,M,Anglo-Saxon
Aiken,Oaken,M,English
Aikin,Oaken,M,English
Aiko,little love; beloved,F,Japanese
Ail,From the stony place,M,Scottish
Aila,From the strong place,F,Scottish
Ailani,high chief,F,Hawaiian
Ailat,Behind,F,Hebrew
Ailbe,Intelligent or noble,M,German
Ailbe,meaning unknown,M,Celtic
Ailbert,Noble,M,Scottish
Ailbhe,&quot;Noble, bright.&quot; Variants include Alva, Alvy, Elva, Elvy AILEEN,F,Irish
Ailean,Handsome,M,Scottish
Aileana,From the green meadow,F,Scottish
Aileen,From the green meadow. Variant of Evelyn.,F,Scottish
Aileen,Light. Variant of Evelyn.,F,Irish
Aileene,Variant of Evelyn.,F,Irish
Aileene,Variant of Evelyn.,F,Scottish
Ailein,From the green meadow,M,Scottish
Ailey,Light,F,Irish
Ailfrid,Wise,M,Irish
Aili,Light,F,Irish
Aili,Sweet,F,German
Ailia,Light,F,Irish
Ailidh,Kind,F,Celtic
Ailill,myth name (king of Connaught),M,Celtic
Ailill,Mythical king of Connaught,M,Celtic
Ailin,handsome,M,Gaelic
Ailin,Handsome,M,Irish
Ailis,Gaelic form of Alice (honest),F,Gaelic
Ailis,Noble,F,Celtic
Ailis,Noble or honest,F,Irish
Ailis,Sweet,F,German
Ailisa,Noble,F,Irish
Ailise,Noble,F,Irish
Ailison,Honest,F,Irish
Ailith,Old English name meaning &quot;seasoned warrior.&quot; Variant Aldith exists.,F,English
Aillig,From the stony place,M,Scottish
Ailsa,Devoted to God,F,Hebrew
Ailse,Sweet,F,German
Ailsie,Devoted to God,F,Hebrew
Ailsie,Hebrew form of Scottish Ailsa which is either the diminutive of Elizabeth (pledge from God) or named for the island, Ailsa Craig.,F,Hebrew
Aimee,&quot;Dearly loved; beloved.&quot; Variants include Aimie, Aimey, Amey, Ami, Amie.,F,French
Aimee,Dearly loved Variant of Amy.,F,French
Aimil,Gaelic form of Amelia (industrious),F,Gaelic
Ain,Eye, thus &quot;precious&quot;,F,Arabic
Ain,Merciful,M,English
Ain,priceless,F,Egyptian
Aina,&quot;Forever.&quot; Also Nigerian name meaning &quot;difficult birth.&quot;,F,Scandinavian
Aina,Joy,F,Celtic
Aina,Yoruba of Nigeria female name meaning &quot;difficult birth,&quot; such as a child born with umbilical cord around neck.,F,African
Aindreas,manly,M,Gaelic
Aindreas,Strong,M,Irish
Aindreas,Strong,M,Scottish
Aine,&quot;Happiness.&quot;,F,Celtic
Aine,Ardent,F,Irish
Aine,Fire or joy,F,Celtic
Aineislis,Glorious stand,M,Irish
Aingeal,Angel,F,Celtic
Aingeal,Angel,F,Irish
Aingealag,angel,F,Gaelic
Aingeru,messenger,M,Basque
Aini,spring; flower; source; choice,F,Arabic
Ainmire,Great lord,M,Irish
Ainslee,My meadow,F,Scottish
Ainsley,from Ann's meadow,M,English
Ainsley,From the awe inspiring one's meadow,M,English
Ainsley,My own meadow.,F,Scottish
Ainsley,Scottish/Gaelic. Named for the place. Originally a surname. Unisexual. Variants include Ainslee, Ainsleigh, Ainslie, Ansley, Aynslee, Aynsley, Aynslie.,F,Gaelic
Ainsley,Scottish/Gaelic. Named for the place. Originally a surname. Unisexual. Variants include Ainslee, Ainsleigh, Ainslie, Ansley, Aynslee, Aynsley, Aynslie.,F,Scottish
Ainslie,From Ann's meadow,M,English
Ainsworth,From Ann's estate,M,English
Aintzane,Glorious,F,Spanish
Aintzane,glory,F,Basque
Airavata,child of water,M,Indian
Airdsgainne,from the height of the cliff,M,Gaelic
Airell,Nobleman,M,Celtic
Airic,Agreeable,F,Celtic
Airlea,&quot;Ethereal.&quot; Variants include Airla, Airlia.,F,Greek
Airleas,oath,F,Gaelic
Airleas,Oath,F,Irish
Airleas,pledge,M,Gaelic
Airleas,Pledge,M,Irish
Airrin,Unknown,F,Irish
Aisford,Lives by the ash tree ford,M,English
Aisha,&quot;Woman; life; alive.&quot; Name of Mohammed's youngest and most favored wife. Variants include Aeesha, Aeeshah, Aesha, Aeshah, Aiesha, Aieshah, Aishah, Aisia, Aisiah, Asha, Ashah, Ashia, Ashiah, Asia, Asiah, Ayeesa, Ayeesah, Ayeesha, Ayeeshah, Ayeisa, Ayeisah, Ayeisha, Ayeishah, Ayisa, Ayisah, Ayisha, Ayishah, Ieasha, Ieashah, Eiashia, Ieashiah, Iesha, Ieshah, Ieesha, Ieeshah, Ieeshia, Ieeshiah, Yiesha, Yieshah.,F,Arabic
Aisha,Lively: Woman. Life. Aisha was the name of the favorite wife of the prophet Mohammed.,F,Arabic
Aisha,These Swahili and Arabic female names mean &quot;woman, life, alive&quot; and refer to the Muslim Prophet Muhammed's favored wife. See Aisha under the Arabic category for more variants.,F,African
Aishah,Woman. Life. Aisha was the name of the favorite wife of the prophet Mohammed.,F,Arabic
A'ishah,Lively,F,Arabic
